FID,nom,x_min,y_min,x_max,y_max,url,gid,the_geom
ima_gestion_images.imaortho2018ecw5km8cmcc46ir.21,1840_5150_8cm_CC46_IR,1840000,5150000,1845000,5155000,https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/ecw/5km_8cm_IR_CC46/1840_5150_8cm_CC46_IR.ecw,21,"MULTIPOLYGON (((4.792627975752509 45.53593460082227, 4.794069832493755 45.58091291354612, 4.85812091014926 45.579881525008865, 4.856627613555617 45.53490403910645, 4.792627975752509 45.53593460082227)))"
ima_gestion_images.imaortho2018ecw5km8cmcc46ir.22,1840_5155_8cm_CC46_IR,1840000,5155000,1845000,5160000,https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/ecw/5km_8cm_IR_CC46/1840_5155_8cm_CC46_IR.ecw,22,"MULTIPOLYGON (((4.794069832493755 45.58091291354612, 4.795514010153706 45.625891109710075, 4.859616610374259 45.62485889364983, 4.85812091014926 45.579881525008865, 4.794069832493755 45.58091291354612)))"
ima_gestion_images.imaortho2018ecw5km8cmcc46ir.23,1840_5160_8cm_CC46_IR,1840000,5160000,1845000,5165000,https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/ecw/5km_8cm_IR_CC46/1840_5160_8cm_CC46_IR.ecw,23,"MULTIPOLYGON (((4.795514010153706 45.625891109710075, 4.796960514339805 45.670869161850284, 4.861114720037608 45.669836117564316, 4.859616610374259 45.62485889364983, 4.795514010153706 45.625891109710075)))"
ima_gestion_images.imaortho2018ecw5km8cmcc46ir.24,1840_5165_8cm_CC46_IR,1840000,5165000,1845000,5170000,https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/ecw/5km_8cm_IR_CC46/1840_5165_8cm_CC46_IR.ecw,24,"MULTIPOLYGON (((4.796960514339805 45.670869161850284, 4.798409350677574 45.715847042482224, 4.862615244965018 45.71481316926654, 4.861114720037608 45.669836117564316, 4.796960514339805 45.670869161850284)))"
ima_gestion_images.imaortho2018ecw5km8cmcc46ir.25,1840_5170_8cm_CC46_IR,1840000,5170000,1845000,5175000,https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/ecw/5km_8cm_IR_CC46/1840_5170_8cm_CC46_IR.ecw,25,"MULTIPOLYGON (((4.798409350677574 45.715847042482224, 4.799860524810678 45.76082472410072, 4.8641181910009985 45.759790021250126, 4.862615244965018 45.71481316926654, 4.798409350677574 45.715847042482224)))"
ima_gestion_images.imaortho2018ecw5km8cmcc46ir.26,1840_5175_8cm_CC46_IR,1840000,5175000,1845000,5180000,https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/ecw/5km_8cm_IR_CC46/1840_5175_8cm_CC46_IR.ecw,26,"MULTIPOLYGON (((4.799860524810678 45.76082472410072, 4.801314042401006 45.805802179180006, 4.86562356400892 45.804766645988046, 4.8641181910009985 45.759790021250126, 4.799860524810678 45.76082472410072)))"
ima_gestion_images.imaortho2018ecw5km8cmcc46ir.27,1840_5180_8cm_CC46_IR,1840000,5180000,1845000,5185000,https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/ecw/5km_8cm_IR_CC46/1840_5180_8cm_CC46_IR.ecw,27,"MULTIPOLYGON (((4.801314042401006 45.805802179180006, 4.8027699091287435 45.85077938017367, 4.867131369871104 45.84974301593267, 4.86562356400892 45.804766645988046, 4.801314042401006 45.805802179180006)))"
ima_gestion_images.imaortho2018ecw5km8cmcc46ir.28,1840_5185_8cm_CC46_IR,1840000,5185000,1845000,5190000,https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/ecw/5km_8cm_IR_CC46/1840_5185_8cm_CC46_IR.ecw,28,"MULTIPOLYGON (((4.8027699091287435 45.85077938017367, 4.804228130692445 45.89575629951482, 4.86864161448889 45.89471910351585, 4.867131369871104 45.84974301593267, 4.8027699091287435 45.85077938017367)))"
ima_gestion_images.imaortho2018ecw5km8cmcc46ir.29,1840_5190_8cm_CC46_IR,1840000,5190000,1845000,5195000,https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/ecw/5km_8cm_IR_CC46/1840_5190_8cm_CC46_IR.ecw,29,"MULTIPOLYGON (((4.804228130692445 45.89575629951482, 4.8056887128091015 45.94073290961597, 4.87015430378272 45.93969488114886, 4.86864161448889 45.89471910351585, 4.804228130692445 45.89575629951482)))"
ima_gestion_images.imaortho2018ecw5km8cmcc46ir.30,1840_5195_8cm_CC46_IR,1840000,5195000,1845000,5200000,https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/ecw/5km_8cm_IR_CC46/1840_5195_8cm_CC46_IR.ecw,30,"MULTIPOLYGON (((4.8056887128091015 45.94073290961597, 4.80715166121423 45.9857091828692, 4.871669443692203 45.98467032122252, 4.87015430378272 45.93969488114886, 4.8056887128091015 45.94073290961597)))"
ima_gestion_images.imaortho2018ecw5km8cmcc46ir.31,1845_5150_8cm_CC46_IR,1845000,5150000,1850000,5155000,https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/ecw/5km_8cm_IR_CC46/1845_5150_8cm_CC46_IR.ecw,31,"MULTIPOLYGON (((4.856627613555617 45.53490403910645, 4.85812091014926 45.579881525008865, 4.922169584176517 45.57881396737761, 4.9206248535188175 45.53383733727497, 4.856627613555617 45.53490403910645)))"
